base,clouds,cod,coord,dt,id,main,message,name,rain,snow,sys,visibility,weather,wind
stations,{'all': 40},200,"{'lon': -68.31, 'lat': -54.81}",1547866800.0,3833367.0,"{'temp': 51.8, 'pressure': 995, 'humidity': 71, 'temp_min': 51.8, 'temp_max': 51.8}",,Ushuaia,,,"{'type': 1, 'id': 8303, 'message': 0.0034, 'country': 'AR', 'sunrise': 1547886587, 'sunset': 1547945823}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 13.87, 'deg': 320}"
stations,{'all': 75},200,"{'lon': -70.91, 'lat': -53.16}",1547866800.0,3874787.0,"{'temp': 57.2, 'pressure': 1000, 'humidity': 76, 'temp_min': 57.2, 'temp_max': 57.2}",,Punta Arenas,,,"{'type': 1, 'id': 8487, 'message': 0.0038, 'country': 'CL', 'sunrise': 1547887733, 'sunset': 1547945932}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 10.29, 'deg': 310}"
stations,{'all': 75},200,"{'lon': 33.23, 'lat': 39.92}",1547869800.0,315720.0,"{'temp': 29.35, 'pressure': 1021, 'humidity': 86, 'temp_min': 28.4, 'temp_max': 30.2}",,Elmadag,,,"{'type': 1, 'id': 6947, 'message': 0.0034, 'country': 'TR', 'sunrise': 1547874310, 'sunset': 1547909439}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.24, 'deg': 200}"
stations,{'all': 88},200,"{'lon': 108.9, 'lat': 0.7}",1547871395.0,1625908.0,"{'temp': 81.4, 'pressure': 1012.54, 'humidity': 93, 'temp_min': 81.4, 'temp_max': 81.4, 'sea_level': 1022.75, 'grnd_level': 1012.54}",,Sungairaya,,,"{'message': 0.0048, 'country': 'ID', 'sunrise': 1547851944, 'sunset': 1547895455}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 3.15, 'deg': 92.0041}"
stations,{'all': 75},200,"{'lon': -115.79, 'lat': 60.82}",1547866800.0,5972762.0,"{'temp': -18.41, 'pressure': 1031, 'humidity': 75, 'temp_min': -18.41, 'temp_max': -18.41}",,Hay River,,,"{'type': 1, 'id': 819, 'message': 0.0034, 'country': 'CA', 'sunrise': 1547915390, 'sunset': 1547939921}",24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 9.17, 'deg': 80}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 8},200,"{'lon': 115.35, 'lat': -33.64}",1547871396.0,2075265.0,"{'temp': 79.69, 'pressure': 1029.16, 'humidity': 70, 'temp_min': 79.69, 'temp_max': 79.69, 'sea_level': 1030.21, 'grnd_level': 1029.16}",,Busselton,,,"{'message': 0.0033, 'country': 'AU', 'sunrise': 1547846838, 'sunset': 1547897442}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 6.17, 'deg': 81.5041}"
stations,{'all': 8},200,"{'lon': -42.02, 'lat': -22.97}",1547871396.0,3471451.0,"{'temp': 78.34, 'pressure': 1025.51, 'humidity': 86, 'temp_min': 78.34, 'temp_max': 78.34, 'sea_level': 1026.44, 'grnd_level': 1025.51}",,Arraial do Cabo,,,"{'message': 0.0035, 'country': 'BR', 'sunrise': 1547885920, 'sunset': 1547933922}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 17.13, 'deg': 45.5041}"
stations,{'all': 0},200,"{'lon': 24.66, 'lat': 71}",1547869800.0,779622.0,"{'temp': 19.4, 'pressure': 994, 'humidity': 85, 'temp_min': 19.4, 'temp_max': 19.4}",,Havoysund,,,"{'type': 1, 'id': 1632, 'message': 0.0038, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 14.99, 'deg': 220}"
stations,{'all': 44},200,"{'lon': 122.67, 'lat': 11}",1547871155.0,1714733.0,"{'temp': 80.86, 'pressure': 1004.67, 'humidity': 68, 'temp_min': 80.86, 'temp_max': 80.86, 'sea_level': 1024.9, 'grnd_level': 1004.67}",,Dingle,,,"{'message': 0.0029, 'country': 'PH', 'sunrise': 1547849568, 'sunset': 1547891226}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 18.03, 'deg': 45.0041}"
stations,{'all': 90},200,"{'lon': -73.75, 'lat': 42.65}",1547870220.0,5106834.0,"{'temp': 29.59, 'pressure': 1021, 'humidity': 69, 'temp_min': 26.6, 'temp_max': 32}",,Albany,,,"{'type': 1, 'id': 3273, 'message': 0.0096, 'country': 'US', 'sunrise': 1547900414, 'sunset': 1547934698}",16093.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 6.93, 'deg': 310}"
stations,{'all': 20},200,"{'lon': 102.29, 'lat': -0.42}",1547871397.0,1642773.0,"{'temp': 81.67, 'pressure': 1012.78, 'humidity': 80, 'temp_min': 81.67, 'temp_max': 81.67, 'sea_level': 1024.46, 'grnd_level': 1012.78}",,Japura,,,"{'message': 0.0036, 'country': 'ID', 'sunrise': 1547853431, 'sunset': 1547897142}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 2.93, 'deg': 345.504}"
stations,{'all': 90},200,"{'lon': -5.45, 'lat': 37.12}",1547868600.0,2513509.0,"{'temp': 46.98, 'pressure': 1019, 'humidity': 100, 'temp_min': 46.4, 'temp_max': 48.2}",,Moron de la Frontera,,,"{'type': 1, 'id': 6444, 'message': 0.0037, 'country': 'ES', 'sunrise': 1547883178, 'sunset': 1547919140}",2000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 2.24, 'deg': 100}"
stations,{'all': 0},200,"{'lon': 2.43, 'lat': 6.37}",1547871398.0,2394819.0,"{'temp': 76.09, 'pressure': 1018.78, 'humidity': 92, 'temp_min': 76.09, 'temp_max': 76.09, 'sea_level': 1024.82, 'grnd_level': 1018.78}",,Cotonou,,,"{'message': 0.0035, 'country': 'BJ', 'sunrise': 1547878008, 'sunset': 1547920511}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.72, 'deg': 213.004}"
stations,{'all': 20},200,"{'lon': 18.42, 'lat': -33.93}",1547866800.0,3369157.0,"{'temp': 59, 'pressure': 1021, 'humidity': 62, 'temp_min': 59, 'temp_max': 59}",,Cape Town,,,"{'type': 1, 'id': 1899, 'message': 0.0037, 'country': 'ZA', 'sunrise': 1547870077, 'sunset': 1547920738}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 4.7, 'deg': 230}"
stations,{'all': 0},200,"{'lon': 101.72, 'lat': 26.59}",1547871398.0,6929460.0,"{'temp': 56.74, 'pressure': 838.66, 'humidity': 57, 'temp_min': 56.74, 'temp_max': 56.74, 'sea_level': 1030.21, 'grnd_level': 838.66}",,Panzhihua,,,"{'message': 0.0037, 'country': 'CN', 'sunrise': 1547856152, 'sunset': 1547894708}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.6, 'deg': 196.004}"
stations,{'all': 0},200,"{'lon': 147.26, 'lat': -43.03}",1547868600.0,2158744.0,"{'temp': 73.4, 'pressure': 1015, 'humidity': 28, 'temp_min': 73.4, 'temp_max': 73.4}",,Margate,,,"{'type': 1, 'id': 9545, 'message': 0.0035, 'country': 'AU', 'sunrise': 1547837685, 'sunset': 1547891262}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 17.22, 'deg': 280, 'gust': 13.9}"
stations,{'all': 75},200,"{'lon': -155.08, 'lat': 19.71}",1547867940.0,5855927.0,"{'temp': 75.02, 'pressure': 1017, 'humidity': 76, 'temp_min': 75.02, 'temp_max': 75.02}",,Hilo,,,"{'type': 1, 'id': 7881, 'message': 0.0036, 'country': 'US', 'sunrise': 1547917059, 'sunset': 1547957087}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 10.29, 'deg': 30}"
stations,{'all': 80},200,"{'lon': 19.24, 'lat': -34.42}",1547868971.0,3366880.0,"{'temp': 55.12, 'pressure': 994.79, 'humidity': 84, 'temp_min': 55.12, 'temp_max': 55.12, 'sea_level': 1034.87, 'grnd_level': 994.79}",,Hermanus,,,"{'message': 0.0027, 'country': 'ZA', 'sunrise': 1547869811, 'sunset': 1547920610}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.83, 'deg': 250.004}"
stations,{'all': 90},200,"{'lon': -95.68, 'lat': 38.61}",1547870400.0,4274906.0,"{'temp': 27.97, 'pressure': 1010, 'humidity': 100, 'temp_min': 26.06, 'temp_max': 33.8}",,Lyndon,{'1h': 0.25},{'1h': 0.06},"{'type': 1, 'id': 5249, 'message': 0.008, 'country': 'US', 'sunrise': 1547905041, 'sunset': 1547940598}",8047.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 21.92, 'deg': 330, 'gust': 13.4}"
stations,{'all': 0},200,"{'lon': 117.29, 'lat': 52.82}",1547871399.0,2012510.0,"{'temp': 0.76, 'pressure': 938.37, 'humidity': 48, 'temp_min': 0.76, 'temp_max': 0.76, 'sea_level': 1043.95, 'grnd_level': 938.37}",,Zhireken,,,"{'message': 0.0037, 'country': 'RU', 'sunrise': 1547856727, 'sunset': 1547886673}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 6.29, 'deg': 335.504}"
stations,{'all': 92},200,"{'lon': -90.35, 'lat': -0.74}",1547871061.0,3652764.0,"{'temp': 73.57, 'pressure': 1018.54, 'humidity': 100, 'temp_min': 73.57, 'temp_max': 73.57, 'sea_level': 1025.63, 'grnd_level': 1018.54}",,Puerto Ayora,{'3h': 2.74},,"{'message': 0.0032, 'country': 'EC', 'sunrise': 1547899646, 'sunset': 1547943413}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 1.7, 'deg': 102.004}"
stations,{'all': 1},200,"{'lon': -64.62, 'lat': 18.42}",1547866380.0,3577430.0,"{'temp': 73.04, 'pressure': 1018, 'humidity': 75, 'temp_min': 73.04, 'temp_max': 73.04}",,Road Town,,,"{'type': 1, 'id': 8786, 'message': 0.0051, 'country': 'VG', 'sunrise': 1547895222, 'sunset': 1547935494}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.7, 'deg': 70}"
stations,{'all': 40},200,"{'lon': 152.85, 'lat': -25.3}",1547866800.0,2146219.0,"{'temp': 84.2, 'pressure': 1015, 'humidity': 51, 'temp_min': 84.2, 'temp_max': 84.2}",,Hervey Bay,,,"{'type': 1, 'id': 9501, 'message': 0.0032, 'country': 'AU', 'sunrise': 1547838869, 'sunset': 1547887415}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 11.41, 'deg': 80}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 75},200,"{'lon': -114.38, 'lat': 62.45}",1547869680.0,6185377.0,"{'temp': -22.01, 'pressure': 1034, 'humidity': 74, 'temp_min': -22.01, 'temp_max': -22.01}",,Yellowknife,,,"{'type': 1, 'id': 1007, 'message': 0.0032, 'country': 'CA', 'sunrise': 1547915865, 'sunset': 1547938771}",24140.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 3.36, 'deg': 80}"
stations,{'all': 90},200,"{'lon': -106.66, 'lat': 52.13}",1547866800.0,6141256.0,"{'temp': -9.41, 'pressure': 1029, 'humidity': 76, 'temp_min': -9.41, 'temp_max': -9.41}",,Saskatoon,,,"{'type': 1, 'id': 977, 'message': 0.0028, 'country': 'CA', 'sunrise': 1547910255, 'sunset': 1547940664}",24140.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 5.82, 'deg': 60}"
stations,{'all': 80},200,"{'lon': -46.03, 'lat': 60.72}",1547869800.0,3420846.0,"{'temp': 21.2, 'pressure': 990, 'humidity': 73, 'temp_min': 21.2, 'temp_max': 21.2}",,Qaqortoq,,,"{'type': 1, 'id': 47, 'message': 0.0102, 'country': 'GL', 'sunrise': 1547898624, 'sunset': 1547923195}",,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 3.36, 'deg': 80}"
stations,{'all': 0},200,"{'lon': 30.42, 'lat': 31.4}",1547871401.0,350203.0,"{'temp': 39.46, 'pressure': 1034.59, 'humidity': 96, 'temp_min': 39.46, 'temp_max': 39.46, 'sea_level': 1035.76, 'grnd_level': 1034.59}",,Rosetta,,,"{'message': 0.0032, 'country': 'EG', 'sunrise': 1547873821, 'sunset': 1547911272}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.04, 'deg': 129.004}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 92},200,"{'lon': 168.86, 'lat': -46.19}",1547871053.0,6201424.0,"{'temp': 66.1, 'pressure': 991.3, 'humidity': 95, 'temp_min': 66.1, 'temp_max': 66.1, 'sea_level': 1005.94, 'grnd_level': 991.3}",,Mataura,{'3h': 2.39},,"{'message': 0.0031, 'country': 'NZ', 'sunrise': 1547831871, 'sunset': 1547886700}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 20.49, 'deg': 320.004}"
stations,{'all': 0},200,"{'lon': 147.33, 'lat': -42.88}",1547868600.0,2163355.0,"{'temp': 73.4, 'pressure': 1015, 'humidity': 28, 'temp_min': 73.4, 'temp_max': 73.4}",,Hobart,,,"{'type': 1, 'id': 9545, 'message': 0.0057, 'country': 'AU', 'sunrise': 1547837696, 'sunset': 1547891218}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 17.22, 'deg': 280, 'gust': 13.9}"
stations,{'all': 20},200,"{'lon': 134.5, 'lat': 33.93}",1547866800.0,1865309.0,"{'temp': 51.01, 'pressure': 1024, 'humidity': 53, 'temp_min': 50, 'temp_max': 51.8}",,Katsuura,,,"{'type': 1, 'id': 8027, 'message': 0.0039, 'country': 'JP', 'sunrise': 1547849166, 'sunset': 1547885959}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 3.36, 'deg': 70}"
stations,{'all': 44},200,"{'lon': -48.21, 'lat': -7.19}",1547871245.0,3407357.0,"{'temp': 76.45, 'pressure': 998.84, 'humidity': 88, 'temp_min': 76.45, 'temp_max': 76.45, 'sea_level': 1024.66, 'grnd_level': 998.84}",,Araguaina,{'3h': 3.26},,"{'message': 0.0086, 'country': 'BR', 'sunrise': 1547888952, 'sunset': 1547933873}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 6.29, 'deg': 35.5041}"
stations,{'all': 48},200,"{'lon': -62.41, 'lat': 8.02}",1547871402.0,3625710.0,"{'temp': 74.2, 'pressure': 981.01, 'humidity': 76, 'temp_min': 74.2, 'temp_max': 74.2, 'sea_level': 1027.7, 'grnd_level': 981.01}",,Upata,,,"{'message': 0.0035, 'country': 'VE', 'sunrise': 1547893720, 'sunset': 1547935929}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 9.08, 'deg': 63.5041}"
stations,{'all': 32},200,"{'lon': 68.36, 'lat': 51.81}",1547871342.0,1526038.0,"{'temp': 4.99, 'pressure': 993.65, 'humidity': 58, 'temp_min': 4.99, 'temp_max': 4.99, 'sea_level': 1032.93, 'grnd_level': 993.65}",,Atbasar,,,"{'message': 0.0033, 'country': 'KZ', 'sunrise': 1547868200, 'sunset': 1547898691}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.06, 'deg': 158.004}"
stations,{'all': 1},200,"{'lon': -104.41, 'lat': 29.56}",1547870100.0,3994469.0,"{'temp': 66.74, 'pressure': 1015, 'humidity': 26, 'temp_min': 66.74, 'temp_max': 66.74}",,Ojinaga,,,"{'type': 1, 'id': 5416, 'message': 0.0028, 'country': 'US', 'sunrise': 1547905954, 'sunset': 1547943870}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 19.46, 'deg': 280, 'gust': 11.8}"
stations,{'all': 68},200,"{'lon': 83.67, 'lat': 52.39}",1547871403.0,1488235.0,"{'temp': 2.11, 'pressure': 1011.32, 'humidity': 58, 'temp_min': 2.11, 'temp_max': 2.11, 'sea_level': 1041.11, 'grnd_level': 1011.32}",,Ust-Charyshskaya Pristan,,,"{'message': 0.0033, 'country': 'RU', 'sunrise': 1547864677, 'sunset': 1547894865}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.93, 'deg': 147.504}"
stations,{'all': 75},200,"{'lon': -96.57, 'lat': 43.59}",1547870160.0,5226489.0,"{'temp': 3.15, 'pressure': 1026, 'humidity': 75, 'temp_min': 1.4, 'temp_max': 5}",,Brandon,,{'1h': 0.26},"{'type': 1, 'id': 4143, 'message': 0.0039, 'country': 'US', 'sunrise': 1547906049, 'sunset': 1547940020}",9656.0,"[{'id': 602, 'main': 'Snow', 'description': 'heavy snow', 'icon': '13n'}]","{'speed': 18.34, 'deg': 20, 'gust': 11.3}"
stations,{'all': 68},200,"{'lon': 172.79, 'lat': 3.07}",1547871068.0,2110227.0,"{'temp': 82.75, 'pressure': 1019.92, 'humidity': 100, 'temp_min': 82.75, 'temp_max': 82.75, 'sea_level': 1019.96, 'grnd_level': 1019.92}",,Butaritari,,,"{'message': 0.0039, 'country': 'KI', 'sunrise': 1547836819, 'sunset': 1547879907}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 6.4, 'deg': 59.5041}"
stations,{'all': 0},200,"{'lon': -62.99, 'lat': -40.81}",1547871102.0,3832899.0,"{'temp': 69.7, 'pressure': 1027.78, 'humidity': 26, 'temp_min': 69.7, 'temp_max': 69.7, 'sea_level': 1031.51, 'grnd_level': 1027.78}",,Viedma,,,"{'message': 0.003, 'country': 'AR', 'sunrise': 1547888582, 'sunset': 1547941310}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 14.56, 'deg': 345.004}"
stations,{'all': 90},200,"{'lon': -135.06, 'lat': 60.72}",1547866800.0,6180550.0,"{'temp': 8.6, 'pressure': 1005, 'humidity': 71, 'temp_min': 8.6, 'temp_max': 8.6}",,Whitehorse,,,"{'type': 1, 'id': 983, 'message': 0.0038, 'country': 'CA', 'sunrise': 1547919963, 'sunset': 1547944600}",24140.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 16.11, 'deg': 160}"
stations,{'all': 88},200,"{'lon': -9.52, 'lat': 53.8}",1547871109.0,2960970.0,"{'temp': 44.41, 'pressure': 1005.49, 'humidity': 100, 'temp_min': 44.41, 'temp_max': 44.41, 'sea_level': 1014.53, 'grnd_level': 1005.49}",,Westport,{'3h': 0.58},,"{'message': 0.0031, 'country': 'IE', 'sunrise': 1547887406, 'sunset': 1547916878}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.71, 'deg': 232.004}"
stations,{'all': 40},200,"{'lon': 30.79, 'lat': 59.7}",1547868600.0,546105.0,"{'temp': 6.8, 'pressure': 1002, 'humidity': 92, 'temp_min': 6.8, 'temp_max': 6.8}",,Nikolskoye,,,"{'type': 1, 'id': 8926, 'message': 0.004, 'country': 'RU', 'sunrise': 1547879762, 'sunset': 1547905174}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.47, 'deg': 260}"
stations,{'all': 92},200,"{'lon': -0.6, 'lat': 45.6}",1547868600.0,3026644.0,"{'temp': 43.59, 'pressure': 1012, 'humidity': 93, 'temp_min': 42.8, 'temp_max': 44.6}",,Souillac,{'3h': 0.895},,"{'type': 1, 'id': 6452, 'message': 0.0049, 'country': 'FR', 'sunrise': 1547883391, 'sunset': 1547916603}",10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 10.29, 'deg': 160}"
stations,{'all': 48},200,"{'lon': -74.53, 'lat': -11.33}",1547871405.0,3935102.0,"{'temp': 65.83, 'pressure': 903.35, 'humidity': 92, 'temp_min': 65.83, 'temp_max': 65.83, 'sea_level': 1025.83, 'grnd_level': 903.35}",,Mazamari,{'3h': 0.375},,"{'message': 0.0042, 'country': 'PE', 'sunrise': 1547894889, 'sunset': 1547940569}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.15, 'deg': 241.004}"
stations,{'all': 0},200,"{'lon': -24.5, 'lat': 14.9}",1547871081.0,3374210.0,"{'temp': 70.6, 'pressure': 1019.03, 'humidity': 99, 'temp_min': 70.6, 'temp_max': 70.6, 'sea_level': 1030.98, 'grnd_level': 1019.03}",,Sao Filipe,,,"{'message': 0.0033, 'country': 'CV', 'sunrise': 1547885255, 'sunset': 1547926198}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 18.92, 'deg': 61.0041}"
stations,{'all': 20},200,"{'lon': -64.78, 'lat': 32.3}",1547866500.0,3573197.0,"{'temp': 64.4, 'pressure': 1019, 'humidity': 77, 'temp_min': 64.4, 'temp_max': 64.4}",,Hamilton,,,"{'type': 1, 'id': 8816, 'message': 0.0225, 'country': 'BM', 'sunrise': 1547896775, 'sunset': 1547934024}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 13.87, 'deg': 230}"
stations,{'all': 64},200,"{'lon': -134.97, 'lat': -23.12}",1547871049.0,4030556.0,"{'temp': 80.5, 'pressure': 1031.43, 'humidity': 98, 'temp_min': 80.5, 'temp_max': 80.5, 'sea_level': 1031.55, 'grnd_level': 1031.43}",,Rikitea,,,"{'message': 0.0035, 'country': 'PF', 'sunrise': 1547908223, 'sunset': 1547956245}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 13.44, 'deg': 96.0041}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 8},200,"{'lon': 29.92, 'lat': -27.76}",1547871275.0,971421.0,"{'temp': 52.51, 'pressure': 858.77, 'humidity': 89, 'temp_min': 52.51, 'temp_max': 52.51, 'sea_level': 1022.27, 'grnd_level': 858.77}",,Newcastle,,,"{'message': 0.0042, 'country': 'ZA', 'sunrise': 1547868103, 'sunset': 1547917198}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 3.49, 'deg': 137.004}"
stations,{'all': 48},200,"{'lon': -28.7, 'lat': 38.52}",1547871054.0,3372707.0,"{'temp': 63.58, 'pressure': 1038.16, 'humidity': 95, 'temp_min': 63.58, 'temp_max': 63.58, 'sea_level': 1041.6, 'grnd_level': 1038.16}",,Ribeira Grande,,,"{'message': 0.003, 'country': 'PT', 'sunrise': 1547888958, 'sunset': 1547924523}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 19.26, 'deg': 255.504}"
stations,{'all': 88},200,"{'lon': 29.09, 'lat': 70.86}",1547871061.0,780687.0,"{'temp': 15.25, 'pressure': 989.03, 'humidity': 100, 'temp_min': 15.25, 'temp_max': 15.25, 'sea_level': 1007.96, 'grnd_level': 989.03}",,Berlevag,,,"{'message': 0.0036, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 6.96, 'deg': 222.004}"
stations,{'all': 20},200,"{'lon': 134.05, 'lat': 33.97}",1547870400.0,1848933.0,"{'temp': 52.99, 'pressure': 1022, 'humidity': 40, 'temp_min': 51.8, 'temp_max': 53.6}",,Tsurugi,,,"{'type': 1, 'id': 8038, 'message': 0.0125, 'country': 'JP', 'sunrise': 1547849279, 'sunset': 1547886062}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 8.05, 'deg': 270}"
stations,{'all': 20},200,"{'lon': 46.32, 'lat': -15.72}",1547870400.0,1062663.0,"{'temp': 78.8, 'pressure': 1010, 'humidity': 88, 'temp_min': 78.8, 'temp_max': 78.8}",,Mahajanga,,,"{'type': 1, 'id': 2143, 'message': 0.0034, 'country': 'MG', 'sunrise': 1547865454, 'sunset': 1547911982}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.7, 'deg': 120}"
stations,{'all': 75},200,"{'lon': -104.71, 'lat': 47.11}",1547870160.0,5654391.0,"{'temp': -5.08, 'pressure': 1025, 'humidity': 82, 'temp_min': -5.81, 'temp_max': -4.01}",,Glendive,,,"{'type': 1, 'id': 4198, 'message': 0.0037, 'country': 'US', 'sunrise': 1547908658, 'sunset': 1547941322}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.7, 'deg': 50}"
stations,{'all': 48},200,"{'lon': -53.67, 'lat': 66.94}",1547871408.0,3419842.0,"{'temp': -10.5, 'pressure': 966.09, 'humidity': 100, 'temp_min': -10.5, 'temp_max': -10.5, 'sea_level': 1004.07, 'grnd_level': 966.09}",,Sisimiut,,,"{'message': 0.0032, 'country': 'GL', 'sunrise': 1547904552, 'sunset': 1547920944}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1.03, 'deg': 8.50406}"
stations,{'all': 90},200,"{'lon': -94.76, 'lat': 39.95}",1547870100.0,4407665.0,"{'temp': 25.57, 'pressure': 1015, 'humidity': 73, 'temp_min': 24.8, 'temp_max': 26.96}",,Kodiak,,,"{'type': 1, 'id': 4022, 'message': 0.0036, 'country': 'US', 'sunrise': 1547905021, 'sunset': 1547940176}",4828.0,"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 17.22, 'deg': 10, 'gust': 11.8}"
stations,{'all': 90},200,"{'lon': -147.72, 'lat': 64.84}",1547868660.0,5861897.0,"{'temp': -3.63, 'pressure': 1012, 'humidity': 74, 'temp_min': -5.81, 'temp_max': -2.21}",,Fairbanks,,,"{'type': 1, 'id': 7683, 'message': 0.0055, 'country': 'US', 'sunrise': 1547925325, 'sunset': 1547945321}",4828.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 2.82, 'deg': 293.504}"
,,404,,,,,city not found,,,,,,,
